UF,MUNICIPIO,ESTABELECIMENTO,LOGRADOURO,NUMERO,BAIRRO,ENDERECO_COMPLETO,latitude,longitude,address,point
BA,ACAJUTIBA,CENTRO DE SAUDE DR WALDIR PIRES,PRACA BOSQUE DA SAUDADE,S/N,CENTRO,"PRACA BOSQUE DA SAUDADE, CENTRO, ACAJUTIBA, BA, BRASIL",-11.65892,-38.02147,"Praça Bosque da Saudade, 48360-000, Acajutiba","11 39m 32.112s S, 38 1m 17.292s W"
BA,ACAJUTIBA,UNIDADE DE SAUDE DA FAMILIA DE SACO DO ROCHA,DISTRITO SACO DO ROCHA,0,SACO DO ROCHA,"DISTRITO SACO DO ROCHA, SACO DO ROCHA, ACAJUTIBA, BA, BRASIL",-11.67916,-38.00677,"Rua do Saco do Rocha, 48360-000, Acajutiba","11 40m 44.976s S, 38 0m 24.372s W"
BA,ACAJUTIBA,UNIDADE DE SAUDE DA FAMILIA DE MARAMBAIA,AVENIDA MARAMBAIA,31,CENTRO,"AVENIDA MARAMBAIA, CENTRO, ACAJUTIBA, BA, BRASIL",-11.66019,-38.0647,"Avenida Acajutiba & Rua Marambaia, 48350, Aporá","11 39m 36.684s S, 38 3m 52.92s W"
BA,ACAJUTIBA,UNIDADE DE SAUDE DA FAMILIA DA BEDO FERREIRA BRITO,RUA BEDO FERREIRA BRITO,S/N,BOA VISTA,"RUA BEDO FERREIRA BRITO, BOA VISTA, ACAJUTIBA, BA, BRASIL",-11.65361,-38.00396,"Rua Bedo Ferreira Brito, 48360-000, Acajutiba","11 39m 12.996s S, 38 0m 14.256s W"
BA,ACAJUTIBA,UNIDADE DE SAUDE DA FAMILIA DA SEDE,PRACA BOSQUE DA SAUDADE,S/N,CENTRO,"PRACA BOSQUE DA SAUDADE, CENTRO, ACAJUTIBA, BA, BRASIL",-11.65892,-38.02147,"Praça Bosque da Saudade, 48360-000, Acajutiba","11 39m 32.112s S, 38 1m 17.292s W"
BA,ADUSTINA,U S F SAO FRANCISCO,POVOADO SAO FRANCISCO,S/N,ZONA RURAL,"POVOADO SAO FRANCISCO, ZONA RURAL, ADUSTINA, BA, BRASIL",-12.34402,-38.7912,"Estrada para Povoado de São Francisco, 44245-000, Conceição do Jacuípe","12 20m 38.472s S, 38 47m 28.32s W"
BA,ADUSTINA,SEDE II,JOSE CARLOS ALELUIA,199,CENTRO,"JOSE CARLOS ALELUIA, CENTRO, ADUSTINA, BA, BRASIL",-10.53828,-38.11058,"Rua José Carlos Aleluia, Adustina","10 32m 17.808s S, 38 6m 38.088s W"
BA,ADUSTINA,POSTO DE SAUDE POVOADO JUREMA,POVOADO JUREMA,S/N,ZONA RURAL,"POVOADO JUREMA, ZONA RURAL, ADUSTINA, BA, BRASIL",-12.41631,-41.78971,"Estrada Vicinal Para Tenda Zona Rural, Seabra","12 24m 58.716s S, 41 47m 22.956s W"
BA,ADUSTINA,U S F SEDE I E II,RUA PEDRO LINS BARRETO,S/N,ZONA URBANA,"RUA PEDRO LINS BARRETO, ZONA URBANA, ADUSTINA, BA, BRASIL",-10.53248,-38.11687,"Rua Pedro Lins Barreto, 48435-000, Adustina","10 31m 56.928s S, 38 7m 0.732s W"
BA,ADUSTINA,POSTO DE SAUDE SITIO DA CONCEICAO,POVOADO SITIO DA CONCEICAO,S/N,ZONA RURAL,"POVOADO SITIO DA CONCEICAO, ZONA RURAL, ADUSTINA, BA, BRASIL",-12.50835,-39.00554,"Rua do Sítio Sobrado, 44320-000, Conceição da Feira","12 30m 30.06s S, 39 0m 19.944s W"
BA,ADUSTINA,UNIDADE MISTA HOSPITALAR MARIA DOS SANTOS ALMEIDA,RUA JOAO CORREIA NETO,235,CENTRO,"RUA JOAO CORREIA NETO, CENTRO, ADUSTINA, BA, BRASIL",-10.53553,-38.11692,"Rua João Corrêa Neto, 48435-000, Adustina","10 32m 7.908s S, 38 7m 0.912s W"
BA,ADUSTINA,U S F POVOADO JOAO GRANDE,POVOADO JOAO GRANDE,S/N,ZONA RURAL,"POVOADO JOAO GRANDE, ZONA RURAL, ADUSTINA, BA, BRASIL",-12.41631,-41.78971,"Estrada Vicinal Para Tenda Zona Rural, Seabra","12 24m 58.716s S, 41 47m 22.956s W"
BA,ADUSTINA,U S F BOM JESUS,POVOADO BOM JESUS,S/N,ZONA RURAL,"POVOADO BOM JESUS, ZONA RURAL, ADUSTINA, BA, BRASIL",-13.25549,-43.42055,Bom Jesus da Lapa,"13 15m 19.764s S, 43 25m 13.98s W"
BA,AGUA FRIA,UNIDADE DE SAUDE DA FAMILIA DE MARACAIA,POVOADO MARACAIA,S/N,ZONA RURAL,"POVOADO MARACAIA, ZONA RURAL, AGUA FRIA, BA, BRASIL",-11.86733,-38.7675,Água Fria,"11 52m 2.388s S, 38 46m 3s W"
BA,AGUA FRIA,UNIDADE DE SAUDE DA FAMILIA ASSENTAMENTO MENINO JESUS,ASSENTAMENTO MENINO JESUS,S/N,ZONA RURAL,"ASSENTAMENTO MENINO JESUS, ZONA RURAL, AGUA FRIA, BA, BRASIL",-11.87144,-38.76447,"Rua Damião de Jesus Barreto, 48170-000, Água Fria","11 52m 17.184s S, 38 45m 52.092s W"
BA,AGUA FRIA,UNIDADE DE SAUDE DA FAMILIA DE CATANA,POVOADO DO CATANA,S/N,ZONA RURAL,"POVOADO DO CATANA, ZONA RURAL, AGUA FRIA, BA, BRASIL",-14.86829,-40.57781,"Travessa Água Fria, 45120-000, Barra do Choça","14 52m 5.844s S, 40 34m 40.116s W"
BA,AGUA FRIA,UNIDADE DE SAUDE DA FAMILIA SEDE II,AV ESTELITA FALCAO,S/N,CENTRO,"AV ESTELITA FALCAO, CENTRO, AGUA FRIA, BA, BRASIL",-11.87133,-38.76208,"Avenida Estelita Falcão, 48170-959, Água Fria","11 52m 16.788s S, 38 45m 43.488s W"
BA,AGUA FRIA,UNIDADE DE SAUDE DA FAMILIA DE PATAIBA,POVOADO PATAIBA,S/N,ZONA RURAL,"POVOADO PATAIBA, ZONA RURAL, AGUA FRIA, BA, BRASIL",-11.6962,-38.74203,"Pataíba, Água Fria","11 41m 46.32s S, 38 44m 31.308s W"
BA,AGUA FRIA,USF DAMIAO DE JESUS BARRETO,AV PATAIBA,S/N,CENTRO,"AV PATAIBA, CENTRO, AGUA FRIA, BA, BRASIL",-11.6962,-38.74203,"Pataíba, Água Fria","11 41m 46.32s S, 38 44m 31.308s W"
BA,AGUA FRIA,UNIDADE DE SAUDE DA FAMILIA DE BARRA,RUA OSCAR SANTANA,S/N,ZONA RURAL,"RUA OSCAR SANTANA, ZONA RURAL, AGUA FRIA, BA, BRASIL",-12.22552,-38.99499,"Rua Água Fria, 44090, Feira de Santana","12 13m 31.872s S, 38 59m 41.964s W"
BA,AIQUARA,UNIDADE DE SAUDE DA FAMILIA MARIA CERQUEIRA,RUA ANTONIO PEIXOTO,S/N,CENTRO,"RUA ANTONIO PEIXOTO, CENTRO, AIQUARA, BA, BRASIL",-14.03898,-39.83107,"Rua Antônio Peixoto, 45220-000, Aiquara","14 2m 20.328s S, 39 49m 51.852s W"
BA,AIQUARA,UNIDADE DE SAUDE DA FAMILIA HILDETE E LOMANTO,RUA FRANCISCO MOREIRA RIOS,S/N,CENTRO,"RUA FRANCISCO MOREIRA RIOS, CENTRO, AIQUARA, BA, BRASIL",-14.12936,-39.88853,"Rua Francisco Moreira Rios, 45220-000, Aiquara","14 7m 45.696s S, 39 53m 18.708s W"
BA,AIQUARA,HOSPITAL MUNICIPAL ANTONIO CARLOS MAGALHAES,RUA LOMANTO JUNIOR,50,CENTRO,"RUA LOMANTO JUNIOR, CENTRO, AIQUARA, BA, BRASIL",-14.12941,-39.88815,"Rua Lomanto Júnior, 45220-000, Aiquara","14 7m 45.876s S, 39 53m 17.34s W"
BA,ALAGOINHAS,UNIDADE DE SAUDE DA FAMILIA PETROLAR II,JARDIM PETROLAR,541,PETROLAR,"JARDIM PETROLAR, PETROLAR, ALAGOINHAS, BA, BRASIL",-12.1554145,-38.4177923,"Creche Jardim Petrolar (Não concluída), Avenida Minas Gerais, Jardim Petrolar, Alagoinhas, Região Geográfica Imediata de Alagoinhas, Região Geográfica Intermediária de Salvador, Bahia, Região Nordeste, 48005-444, Brasil","12 9m 19.4922s S, 38 25m 4.05228s W"
BA,ALAGOINHAS,UNIDADE DE SAUDE DA FAMILIA BOA UNIAO,PRACA MANOEL TEIXEIRA LEAL,S/N,BOA UNIAO,"PRACA MANOEL TEIXEIRA LEAL, BOA UNIAO, ALAGOINHAS, BA, BRASIL",-12.32466,-38.76156,"Praça Manoel Teixeira, 44245-000, Conceição do Jacuípe","12 19m 28.776s S, 38 45m 41.616s W"
BA,ALAGOINHAS,UNIDADE DE SAUDE DA FAMILIA 21 DE SETEMBRO,RUA JOAO LUCIO DE JESUS,S/N,21 DE SETEMBRO,"RUA JOAO LUCIO DE JESUS, 21 DE SETEMBRO, ALAGOINHAS, BA, BRASIL",-12.13379,-38.4345,"Rua João Lúcio de Jesus & Rua Vinte e Um de Setembro, 48070, Alagoinhas","12 8m 1.644s S, 38 26m 4.2s W"
BA,ALAGOINHAS,UNIDADE DE SAUDE DA FAMILIA PORTOES,FAZENDA PORTOES,1540,BOA UNIAO,"FAZENDA PORTOES, BOA UNIAO, ALAGOINHAS, BA, BRASIL",-12.84243,-38.28458,"Boa União, Camaçari","12 50m 32.748s S, 38 17m 4.488s W"
BA,ALAGOINHAS,UNIDADE DE SAUDE DA FAMILIA FLAVIO CAVALCANTE,AVENIDA MARECHAL ARISTOTELES DE SOUZA DANTAS,S/N,MANGALO,"AVENIDA MARECHAL ARISTOTELES DE SOUZA DANTAS, MANGALO, ALAGOINHAS, BA, BRASIL",-12.15063,-38.44346,"Rua Marechal Aristóteles Souza Dantas, 44280, Alagoinhas","12 9m 2.268s S, 38 26m 36.456s W"
BA,ALAGOINHAS,UNIDADE DE SAUDE DA FAMILIA RENOVACAO AVENIDA SILVA,RUA AVENIDA SILVA,S/N,SANTA TEREZINHA,"RUA AVENIDA SILVA, SANTA TEREZINHA, ALAGOINHAS, BA, BRASIL",-12.12085,-38.41931,"Rua Santa Terezinha, 48010-580, Alagoinhas","12 7m 15.06s S, 38 25m 9.516s W"
BA,ALAGOINHAS,UNIDADE DE SAUDE DA FAMILIA SANTO ANTONIO,RUA SANTO ANTONIO,99,TEREZOPOLIS,"RUA SANTO ANTONIO, TEREZOPOLIS, ALAGOINHAS, BA, BRASIL",-12.14069,-38.40292,"Rua Santo Antônio, Alagoinhas","12 8m 26.484s S, 38 24m 10.512s W"
BA,ALAGOINHAS,UNIDADE DE SAUDE DA FAMILIA PAU BRASIL,CONJUNTO ALAGOINHAS IV,S/N,ALAGOINHAS IV,"CONJUNTO ALAGOINHAS IV, ALAGOINHAS IV, ALAGOINHAS, BA, BRASIL",-12.13245,-38.40025,"Alameda 25 Conjunto Alagoinhas IV, 44280, Alagoinhas","12 7m 56.82s S, 38 24m 0.9s W"
BA,ALAGOINHAS,UNIDADE DE SAUDE DA FAMILIA MANGALO,RUA,1100,MANGALO,"RUA, MANGALO, ALAGOINHAS, BA, BRASIL",-12.1518006,-38.4445585,"Rua Do Mangalo, Mangalo, Alagoinhas, Região Geográfica Imediata de Alagoinhas, Região Geográfica Intermediária de Salvador, Bahia, Região Nordeste, 48040-320, Brasil","12 9m 6.48216s S, 38 26m 40.4106s W"
BA,ALAGOINHAS,UBS MAIZA TELES,LOTEAMENTO MORADA DO SOL,S/N,RUA DO CATU,"LOTEAMENTO MORADA DO SOL, RUA DO CATU, ALAGOINHAS, BA, BRASIL",-12.78712,-39.16906,"Rua do Loteamento Pôr do Sol, 44540-000, Conceição do Almeida","12 47m 13.632s S, 39 10m 8.616s W"
BA,ALAGOINHAS,UNIDADE DE SAUDE DA FAMILIA SAO JOSE OPERARIO PIRINEL,AVENIDA SILVA,S/N,SANTA TEREZINHA,"AVENIDA SILVA, SANTA TEREZINHA, ALAGOINHAS, BA, BRASIL",-12.1268061,-38.41809779999999,"Avenida Silva, Kennedy, Alagoinhas, Região Geográfica Imediata de Alagoinhas, Região Geográfica Intermediária de Salvador, Bahia, Região Nordeste, 48011-320, Brasil","12 7m 36.502s S, 38 25m 5.15208s W"
BA,ALAGOINHAS,UNIDADE DE SAUDE DA FAMILIA URBIS III,RUA L CONJ FREI LEAO,S/N,RUA DO CATU,"RUA L CONJ FREI LEAO, RUA DO CATU, ALAGOINHAS, BA, BRASIL",-12.11815,-38.42965,"Rua Q Conjunto Frei Leão Maroto, 44280, Alagoinhas","12 7m 5.34s S, 38 25m 46.74s W"
BA,ALAGOINHAS,UNIDADE DE SAUDE DA FAMILIA SAUIPE,BR 101,S/N,DISAI,"BR 101, DISAI, ALAGOINHAS, BA, BRASIL",-12.14821,-38.39563,"Rodovia BR-101, Alagoinhas","12 8m 53.556s S, 38 23m 44.268s W"
BA,ALAGOINHAS,UNIDADE DE SAUDE DA FAMILIA TAIZE,CONJUNTO ROMULO ALMEIDA,S/N,SANTA TEREZINHA,"CONJUNTO ROMULO ALMEIDA, SANTA TEREZINHA, ALAGOINHAS, BA, BRASIL",-12.1255,-38.40712,"Alameda J Conjunto Rômulo Almeida, 44280, Alagoinhas","12 7m 31.8s S, 38 24m 25.632s W"
BA,ALAGOINHAS,UNIDADE DE SAUDE DA FAMILIA SAO CRISTOVAO,RUA CRISTOVAO TEIXEIRA COSTA,154,SILVA JARDIM,"RUA CRISTOVAO TEIXEIRA COSTA, SILVA JARDIM, ALAGOINHAS, BA, BRASIL",-12.1405,-38.43387,"Rua Cristóvão Teixeira da Costa, 44280, Alagoinhas","12 8m 25.8s S, 38 26m 1.932s W"
BA,ALAGOINHAS,UNIDADE DE SAUDE DA FAMILIA SAGRADA FAMILIA MANGALO,RUA SAO LUIZ,647,MANGALO,"RUA SAO LUIZ, MANGALO, ALAGOINHAS, BA, BRASIL",-12.1487,-38.45474,"Rua São Luiz, 44280, Alagoinhas","12 8m 55.32s S, 38 27m 17.064s W"
BA,ALAGOINHAS,UNIDADE DE SAUDE DA FAMILIA PROSAUDE BARREIRO,RUA DO AVIAO,S/N,BARREIRO,"RUA DO AVIAO, BARREIRO, ALAGOINHAS, BA, BRASIL",-12.138080699999998,-38.443902,"Rua Do Avião, Parque Vitoria, Alagoinhas, Região Geográfica Imediata de Alagoinhas, Região Geográfica Intermediária de Salvador, Bahia, Região Nordeste, 48040-320, Brasil","12 8m 17.0905s S, 38 26m 38.0472s W"
BA,ALAGOINHAS,UNIDADE DE SAUDE DA FAMILIA JARDIM PETROLAR,RUA BRASIL QUADRA C,S/N,JARDIM PETROLAR,"RUA BRASIL QUADRA C, JARDIM PETROLAR, ALAGOINHAS, BA, BRASIL",-12.13928,-38.39972,"Rua 6 Conjunto Jardim Imperial II, 48030-280, Alagoinhas","12 8m 21.408s S, 38 23m 58.992s W"
BA,ALAGOINHAS,UNIDADE DE SAUDE DA FAMILIA DISAI,RUA DISAI,15,CENTRO,"RUA DISAI, CENTRO, ALAGOINHAS, BA, BRASIL",-12.70699,-38.31993,"Rua C de Centro Administrativo, 42800, 42801, 42809, Camaçari","12 42m 25.164s S, 38 19m 11.748s W"
BA,ALAGOINHAS,UNIDADE DE SAUDE DA FAMILIA PRACA KENNEDY,CONJUNTO ROMULO ALMEIDA,S/N,PRACA KENNEDY,"CONJUNTO ROMULO ALMEIDA, PRACA KENNEDY, ALAGOINHAS, BA, BRASIL",-12.1255,-38.40712,"Alameda J Conjunto Rômulo Almeida, 44280, Alagoinhas","12 7m 31.8s S, 38 24m 25.632s W"
BA,ALAGOINHAS,UNIDADE DE SAUDE DA FAMILIA ESTEVAO,PRACA BASILINO RUFINO,S/N,ESTEVAO,"PRACA BASILINO RUFINO, ESTEVAO, ALAGOINHAS, BA, BRASIL",-12.18484,-38.36079,"Praça Basílio Rufino dos Santos, 44280, Alagoinhas","12 11m 5.424s S, 38 21m 38.844s W"
BA,ALAGOINHAS,UNIDADE DE SAUDE DA FAMILIA NARANDIBA,RUA DIRETA DISTRITO DE NARANDIBA,S/N,NARANDIBA,"RUA DIRETA DISTRITO DE NARANDIBA, NARANDIBA, ALAGOINHAS, BA, BRASIL",-12.95894,-38.45069,"Travessa São Domingos de Narandiba, 41192, 48107, Salvador","12 57m 32.184s S, 38 27m 2.484s W"
BA,ALAGOINHAS,UNIDADE DE SAUDE DA FAMILIA RIACHO DA GUIA,RUA SAGRADA FAMILIA,S/N,RIACHO DA GUIA,"RUA SAGRADA FAMILIA, RIACHO DA GUIA, ALAGOINHAS, BA, BRASIL",-12.87073,-38.34035,"Rua Riacho da Guia, 42719-870, Lauro de Freitas","12 52m 14.628s S, 38 20m 25.26s W"
BA,ALAGOINHAS,UNIDADE DE SAUDE DA FAMILIA NOSSA SENHORA DE FATIMA,RUA 14 DE JANEIRO,138,PRACA SANTA ISABEL,"RUA 14 DE JANEIRO, PRACA SANTA ISABEL, ALAGOINHAS, BA, BRASIL",-12.14497,-38.43267,"Praça Santa Isabel & Rua Primeiro de Janeiro, 48050, Alagoinhas","12 8m 41.892s S, 38 25m 57.612s W"
BA,ALAGOINHAS,UNIDADE DE SAUDE DA FAMILIA NOVA BRASILIA,RUA 21 DE SETEMBRO,S/N,NOVA BRASILIA,"RUA 21 DE SETEMBRO, NOVA BRASILIA, ALAGOINHAS, BA, BRASIL",-12.12873,-38.44654,"Rua Nova Brasília & Rua Vinte e Um de Setembro, 48071, Alagoinhas","12 7m 43.428s S, 38 26m 47.544s W"
BA,ALAGOINHAS,UNIDADE DE SAUDE DA FAMILIA NOVA REPUBLICA,RUA SAO IZIDORIO,S/N,SANTA TEREZINHA,"RUA SAO IZIDORIO, SANTA TEREZINHA, ALAGOINHAS, BA, BRASIL",-12.12159,-38.41913,"Rua São Bento & Rua Santa Terezinha, 44280, Alagoinhas","12 7m 17.724s S, 38 25m 8.868s W"
BA,ALAGOINHAS,UNIDADE DE SAUDE DA FAMILIA NOVA ESPERANCA,JARDIM PETROLAR,541,JARDIM PETROLAR,"JARDIM PETROLAR, JARDIM PETROLAR, ALAGOINHAS, BA, BRASIL",-12.1554145,-38.4177923,"Creche Jardim Petrolar (Não concluída), Avenida Minas Gerais, Jardim Petrolar, Alagoinhas, Região Geográfica Imediata de Alagoinhas, Região Geográfica Intermediária de Salvador, Bahia, Região Nordeste, 48005-444, Brasil","12 9m 19.4922s S, 38 25m 4.05228s W"
BA,ALAGOINHAS,UNIDADE DE SAUDE DA FAMILIA MIGUEL VELHO,RUA GAUDENCIO DE SOUZA NUNES,10,MIGUEL VELHO,"RUA GAUDENCIO DE SOUZA NUNES, MIGUEL VELHO, ALAGOINHAS, BA, BRASIL",-23.88564,-47.99666,"Rua Benedito Antônio de Souza, 18230-000, São Miguel Arcanjo","23 53m 8.304s S, 47 59m 47.976s W"
BA,ALAGOINHAS,UNIDADE DE SAUDE DA FAMILIA ALAGOINHAS IV,CONJUNTO ALAGOINHAS IV,S/N,ALAGOINHAS IV,"CONJUNTO ALAGOINHAS IV, ALAGOINHAS IV, ALAGOINHAS, BA, BRASIL",-12.13245,-38.40025,"Alameda 25 Conjunto Alagoinhas IV, 44280, Alagoinhas","12 7m 56.82s S, 38 24m 0.9s W"
BA,ALAGOINHAS,UNIDADE DE SAUDE DA FAMILIA BAIXA DA SANTINHA,BAIXA DA SANTINHA,S/N,CENTRO,"BAIXA DA SANTINHA, CENTRO, ALAGOINHAS, BA, BRASIL",-12.12249,-38.4397,"Travessa Baixa da Santinha, 48080-110, Alagoinhas","12 7m 20.964s S, 38 26m 22.92s W"
BA,ALAGOINHAS,UNIDADE DE SAUDE DA FAMILIA ZONA RURAL,TRAVESSA MARECHAL DEODORO,36,CENTRO,"TRAVESSA MARECHAL DEODORO, CENTRO, ALAGOINHAS, BA, BRASIL",-12.1411536,-38.4196495,"Terceira Travessa Marechal Deodoro, Centro, Alagoinhas, Região Geográfica Imediata de Alagoinhas, Região Geográfica Intermediária de Salvador, Bahia, Região Nordeste, 48005-010, Brasil","12 8m 28.153s S, 38 25m 10.7382s W"
BA,ALAGOINHAS,UNIDADE DE SAUDE DA FAMILIA ALAGOINHAS VELHA,RUA DO TERMINAL RODOVIARIO,S/N,CENTRO,"RUA DO TERMINAL RODOVIARIO, CENTRO, ALAGOINHAS, BA, BRASIL",-12.1484,-38.40067,"Rua do Terminal Rodoviário, Alagoinhas","12 8m 54.24s S, 38 24m 2.412s W"
BA,ALAGOINHAS,UNIDADE DE SAUDE DA FAMILIA LIRIO DOS VALES,RUA SAO SEBASTIAO,219,BARREIRO,"RUA SAO SEBASTIAO, BARREIRO, ALAGOINHAS, BA, BRASIL",-12.1321745,-38.4437716,"Rua São Sebastião, Parque Vitoria, Alagoinhas, Região Geográfica Imediata de Alagoinhas, Região Geográfica Intermediária de Salvador, Bahia, Região Nordeste, 48040-320, Brasil","12 7m 55.8282s S, 38 26m 37.5778s W"
BA,ALAGOINHAS,UNIDADE DE SAUDE DA FAMILIA SANTA TEREZINHA,2 TRAVESSA SAO IZIDORIO,S/N,SANTA TEREZINHA,"2 TRAVESSA SAO IZIDORIO, SANTA TEREZINHA, ALAGOINHAS, BA, BRASIL",-12.1205,-38.42249,"Quarta Travessa Santa Terezinha, 2, 44280, Alagoinhas","12 7m 13.8s S, 38 25m 20.964s W"
BA,ALAGOINHAS,UNIDADE DE SAUDE DA FAMILIA ALAGOINHAS VELHA II,RUA DOMINGOS BARBOSA,154,CENTRO,"RUA DOMINGOS BARBOSA, CENTRO, ALAGOINHAS, BA, BRASIL",-12.25281,-38.95864,"Rua Domingos Barbosa de Araújo, 44001, Feira de Santana","12 15m 10.116s S, 38 57m 31.104s W"
BA,ALCOBACA,PSF TAQUARI,TAQUARI,1,TAQUARI,"TAQUARI, TAQUARI, ALCOBACA, BA, BRASIL",-17.655680899999997,-39.4369795,"Praça Taquari, Taquari, Caravelas, Região Geográfica Imediata de Teixeira de Freitas, Região Geográfica Intermediária de Ilhéus-Itabuna, Bahia, Região Nordeste, Brasil","17 39m 20.4512s S, 39 26m 13.1262s W"
BA,ALCOBACA,PSF CANTA GALO,AVENIDA PRINCIPAL,S/N,CANTA GALO,"AVENIDA PRINCIPAL, CANTA GALO, ALCOBACA, BA, BRASIL",-16.366120000000002,-39.57602,"Rua Canta Galo, 45828-189, Eunápolis","16 21m 58.032s S, 39 34m 33.672s W"
